antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({'watch'}),frozenset({'trump'}),0.012279983626688497,0.15759312320916904,0.0045026606631191155,0.36666666666666664,2.3266666666666667,0.0025674196904318164,1.3301161212486805
frozenset({'ban'}),frozenset({'travel'}),0.007777322963569382,0.02251330331559558,0.0036839950880065493,0.47368421052631576,21.04019138755981,0.003508901857144365,1.8572247237003683
frozenset({'mike'}),frozenset({'penny'}),0.051985264019647974,0.11133851821530905,0.048301268931641425,0.9291338582677166,8.345125057897175,0.0425133066666622,12.54000090962842
frozenset({'penny'}),frozenset({'mike'}),0.11133851821530905,0.051985264019647974,0.048301268931641425,0.4338235294117647,8.345125057897175,0.0425133066666622,1.6744156375756867
frozenset({'mike'}),frozenset({'charge'}),0.051985264019647974,0.06180925092099877,0.016782644289807615,0.3228346456692914,5.223079730927674,0.013569474061822824,1.385467734105037
frozenset({'vp'}),frozenset({'penny'}),0.02783462955382726,0.11133851821530905,0.011461318051575931,0.4117647058823529,3.698313148788927,0.008362251641980754,1.5107245190339746
frozenset({'vp'}),frozenset({'charge'}),0.02783462955382726,0.06180925092099877,0.011051985264019648,0.3970588235294118,6.423938449552007,0.00933154766163409,1.5560236813993191
frozenset({'vp'}),frozenset({'put'}),0.02783462955382726,0.04338927548096602,0.008595988538681949,0.3088235294117647,7.117508324084351,0.007388264129060299,1.3840325376020066
frozenset({'confirm'}),frozenset({'case'}),0.020466639377814164,0.06549324600900532,0.014735980352026197,0.72,10.993500000000001,0.013395553704277419,3.3375241213964095
frozenset({'force'}),frozenset({'penny'}),0.012689316414244782,0.11133851821530905,0.0057306590257879654,0.45161290322580644,4.056214421252371,0.004317849339060753,1.6205003491367895
frozenset({'head'}),frozenset({'penny'}),0.012279983626688497,0.11133851821530905,0.004093327875562832,0.3333333333333333,2.9938725490196076,0.002726092694859078,1.3329922226770363
frozenset({'task'}),frozenset({'force'}),0.009005321326238231,0.012689316414244782,0.008186655751125664,0.9090909090909091,71.64222873900293,0.00807238437940508,10.860417519443304
frozenset({'force'}),frozenset({'task'}),0.012689316414244782,0.009005321326238231,0.008186655751125664,0.6451612903225805,71.64222873900292,0.00807238437940508,2.7928031853533275
frozenset({'task'}),frozenset({'penny'}),0.009005321326238231,0.11133851821530905,0.0045026606631191155,0.5,4.490808823529412,0.0035000215306030293,1.777322963569382
frozenset({'task'}),frozenset({'charge'}),0.009005321326238231,0.06180925092099877,0.003274662300450266,0.36363636363636365,5.883202889825406,0.0027180501349725857,1.4742997485527163
frozenset({'conversion'}),frozenset({'therapy'}),0.004911993450675399,0.006549324600900532,0.0045026606631191155,0.9166666666666666,139.96354166666666,0.004470490423573145,11.921408104789188
frozenset({'therapy'}),frozenset({'conversion'}),0.006549324600900532,0.004911993450675399,0.0045026606631191155,0.6875,139.96354166666669,0.004470490423573145,3.184281620957839
frozenset({'wash'}),frozenset({'hand'}),0.012689316414244782,0.024150634465820713,0.010642652476463364,0.8387096774193548,34.728266812465826,0.0103361974341218,6.0502660663119086
frozenset({'hand'}),frozenset({'wash'}),0.024150634465820713,0.012689316414244782,0.010642652476463364,0.4406779661016949,34.728266812465826,0.0103361974341218,1.7651918282290773
frozenset({'deal'}),frozenset({'big'}),0.013507981989357348,0.016782644289807615,0.004093327875562832,0.303030303030303,18.056171470805612,0.00386662821876232,1.4107031625407107
frozenset({'wear'}),frozenset({'mask'}),0.0057306590257879654,0.015963978714695046,0.004911993450675399,0.8571428571428571,53.69230769230769,0.004820509331966545,6.8882521489971325
frozenset({'mask'}),frozenset({'wear'}),0.015963978714695046,0.0057306590257879654,0.004911993450675399,0.3076923076923077,53.69230769230769,0.004820509331966545,1.4361668258516396
frozenset({'response'}),frozenset({'penny'}),0.05280392959476054,0.11133851821530905,0.019647973802701595,0.37209302325581395,3.3419972640218876,0.013768862525675453,1.415275693212656
frozenset({'response'}),frozenset({'trump'}),0.05280392959476054,0.15759312320916904,0.024559967253376995,0.46511627906976744,2.951374207188161,0.01623843107082161,1.5749345957393794
frozenset({'prayer'}),frozenset({'penny'}),0.009414654113794515,0.11133851821530905,0.004911993450675399,0.5217391304347826,4.686061381074168,0.0038637798121358537,1.8581103710043538
frozenset({'prayer'}),frozenset({'thought'}),0.009414654113794515,0.008186655751125664,0.0045026606631191155,0.47826086956521735,58.4195652173913,0.004425586130873561,1.9009755764770089
frozenset({'thought'}),frozenset({'prayer'}),0.008186655751125664,0.009414654113794515,0.0045026606631191155,0.55,58.41956521739131,0.004425586130873561,2.2013007686360124
frozenset({'penny'}),frozenset({'charge'}),0.11133851821530905,0.06180925092099877,0.03479328694228408,0.3125,5.055877483443709,0.027911536532741848,1.3646410895694563
frozenset({'charge'}),frozenset({'penny'}),0.06180925092099877,0.11133851821530905,0.03479328694228408,0.5629139072847682,5.055877483443709,0.027911536532741848,2.033149753780126
frozenset({'lead'}),frozenset({'response'}),0.024969300040933277,0.05280392959476054,0.010233319688907082,0.4098360655737705,7.761469055788537,0.00891484252751519,1.604971119297767
frozenset({'lead'}),frozenset({'penny'}),0.024969300040933277,0.11133851821530905,0.012279983626688497,0.4918032786885246,4.417189006750241,0.009499938759257531,1.7486564641569724
frozenset({'name'}),frozenset({'penny'}),0.007777322963569382,0.11133851821530905,0.003274662300450266,0.42105263157894735,3.7817337461300307,0.002408746686004555,1.5349607412644661
frozenset({'blame'}),frozenset({'trump'}),0.016782644289807615,0.15759312320916904,0.007367990176013099,0.4390243902439024,2.785809312638581,0.00472316084667379,1.5016818238445246
frozenset({'coronavirususa'}),frozenset({'coronavirusoutbreak'}),0.01882930822758903,0.02128530495292673,0.006139991813344249,0.32608695652173914,15.319816053511706,0.005739204245667364,1.452286321682754
frozenset({'hiv'}),frozenset({'indiana'}),0.022103970528039297,0.01514531313958248,0.011461318051575931,0.5185185185185185,34.23623623623624,0.011126546496300673,2.0454674265562516
frozenset({'indiana'}),frozenset({'hiv'}),0.01514531313958248,0.022103970528039297,0.011461318051575931,0.7567567567567568,34.23623623623624,0.011126546496300673,4.020239232273617
frozenset({'indiana'}),frozenset({'penny'}),0.01514531313958248,0.11133851821530905,0.009414654113794515,0.6216216216216217,5.58316772655008,0.007728397390926552,2.3486053447166837
frozenset({'indiana'}),frozenset({'charge'}),0.01514531313958248,0.06180925092099877,0.006549324600900532,0.43243243243243246,6.99624127438697,0.005613204140778979,1.653002748377288
frozenset({'indiana'}),frozenset({'outbreak'}),0.01514531313958248,0.044617273843634876,0.006958657388456815,0.4594594594594595,10.297793206050088,0.006282914804660462,1.7674580433892753
frozenset({'indiana'}),frozenset({'mike'}),0.01514531313958248,0.051985264019647974,0.006139991813344249,0.40540540540540543,7.798467759097681,0.00535265871112281,1.5943884196033196
frozenset({'sure'}),frozenset({'penny'}),0.012279983626688497,0.11133851821530905,0.0036839950880065493,0.3,2.694485294117647,0.0023167599073027952,1.2695164025495587
frozenset({'threat'}),frozenset({'trump'}),0.010642652476463364,0.15759312320916904,0.003274662300450266,0.3076923076923077,1.9524475524475526,0.001597453457454607,1.2168099331423115
frozenset({'community'}),frozenset({'spread'}),0.016782644289807615,0.06549324600900532,0.006139991813344249,0.36585365853658536,5.5861280487804885,0.00504084196219025,1.4736452659088763
frozenset({'community'}),frozenset({'first'}),0.016782644289807615,0.03806794924273434,0.008186655751125664,0.4878048780487804,12.814057172829791,0.007547774900142403,1.8780578133832329
frozenset({'south'}),frozenset({'korea'}),0.007367990176013099,0.006958657388456815,0.004911993450675399,0.6666666666666666,95.80392156862744,0.0048607221313990085,2.9791240278346294
frozenset({'korea'}),frozenset({'south'}),0.006958657388456815,0.007367990176013099,0.004911993450675399,0.7058823529411764,95.80392156862744,0.0048607221313990085,3.3749488334015547
frozenset({'put'}),frozenset({'charge'}),0.04338927548096602,0.06180925092099877,0.028243962341383544,0.6509433962264152,10.531488191928029,0.025562103725900176,2.68778971357768
frozenset({'charge'}),frozenset({'put'}),0.06180925092099877,0.04338927548096602,0.028243962341383544,0.45695364238410596,10.531488191928029,0.025562103725900176,1.761563651248465
frozenset({'put'}),frozenset({'trump'}),0.04338927548096602,0.15759312320916904,0.01637331150225133,0.3773584905660377,2.3945111492281304,0.009535460065422873,1.352956499088304
frozenset({'put'}),frozenset({'penny'}),0.04338927548096602,0.11133851821530905,0.016782644289807615,0.38679245283018876,3.474021920088791,0.011951746651321017,1.4492018010642653
frozenset({'bring'}),frozenset({'trump'}),0.012279983626688497,0.15759312320916904,0.004093327875562832,0.3333333333333333,2.1151515151515152,0.002158086902875533,1.2636103151862463
frozenset({'oversee'}),frozenset({'response'}),0.007777322963569382,0.05280392959476054,0.003274662300450266,0.42105263157894735,7.973888208894329,0.002863989086246234,1.6360659397908681
frozenset({'oversee'}),frozenset({'penny'}),0.007777322963569382,0.11133851821530905,0.004093327875562832,0.5263157894736842,4.727167182662538,0.0032274122611171212,1.8760631282121252
frozenset({'oversee'}),frozenset({'hiv'}),0.007777322963569382,0.022103970528039297,0.0036839950880065493,0.47368421052631576,21.429824561403507,0.0035120853704327685,1.8580024559967252
frozenset({'vice'}),frozenset({'president'}),0.006549324600900532,0.04297994269340974,0.006549324600900532,1.0,23.26666666666667,0.006267835004873289,inf
frozenset({'vice'}),frozenset({'penny'}),0.006549324600900532,0.11133851821530905,0.0036839950880065493,0.5625,5.052159926470588,0.002954802991631214,2.0312262440792934
frozenset({'coronavirusupdates'}),frozenset({'coronavirusoutbreak'}),0.018419975440032748,0.02128530495292673,0.006139991813344249,0.3333333333333333,15.66025641025641,0.005747917018877731,1.4680720425706097
frozenset({'coronavirususa'}),frozenset({'coronavirusupdates'}),0.01882930822758903,0.018419975440032748,0.0057306590257879654,0.3043478260869565,16.52270531400966,0.005383823630682969,1.411021285304953
frozenset({'coronavirusupdates'}),frozenset({'coronavirususa'}),0.018419975440032748,0.01882930822758903,0.0057306590257879654,0.31111111111111106,16.52270531400966,0.005383823630682969,1.4242800364438224
frozenset({'address'}),frozenset({'trump'}),0.008186655751125664,0.15759312320916904,0.003274662300450266,0.4,2.5381818181818185,0.0019845016519920667,1.4040114613180517
frozenset({'new'}),frozenset({'case'}),0.03643061809250921,0.06549324600900532,0.012689316414244782,0.3483146067415731,5.318328651685395,0.010303356981251956,1.4339845018137678
frozenset({'try'}),frozenset({'trump'}),0.020466639377814164,0.15759312320916904,0.006549324600900532,0.32,2.0305454545454547,0.0033239229797550336,1.2388336423394573
frozenset({'czar'}),frozenset({'penny'}),0.015963978714695046,0.11133851821530905,0.010642652476463364,0.6666666666666666,5.987745098039215,0.008865246741548484,2.6659844453540726
frozenset({'czar'}),frozenset({'mike'}),0.015963978714695046,0.051985264019647974,0.008186655751125664,0.5128205128205128,9.864728447405612,0.0073567641028382015,1.9459249843807225
frozenset({'czar'}),frozenset({'trump'}),0.015963978714695046,0.15759312320916904,0.004911993450675399,0.3076923076923077,1.9524475524475526,0.00239618018618191,1.2168099331423115
frozenset({'total'}),frozenset({'new'}),0.009823986901350798,0.03643061809250921,0.004093327875562832,0.41666666666666663,11.437265917602996,0.0037354339606139085,1.651833226127127
frozenset({'total'}),frozenset({'bring'}),0.009823986901350798,0.012279983626688497,0.0036839950880065493,0.375,30.5375,0.0035633566897091593,1.5803520261972985
frozenset({'bring'}),frozenset({'total'}),0.012279983626688497,0.009823986901350798,0.0036839950880065493,0.3,30.5375,0.0035633566897091593,1.414537161569499
frozenset({'total'}),frozenset({'number'}),0.009823986901350798,0.01391731477691363,0.0045026606631191155,0.4583333333333333,32.932598039215684,0.00436593714504874,1.8204603419503131
frozenset({'number'}),frozenset({'total'}),0.01391731477691363,0.009823986901350798,0.0045026606631191155,0.32352941176470584,32.932598039215684,0.00436593714504874,1.4637384541458291
frozenset({'total'}),frozenset({'case'}),0.009823986901350798,0.06549324600900532,0.0045026606631191155,0.4583333333333333,6.998177083333334,0.003859255872199702,1.7252432381372207
frozenset({'fall'}),frozenset({'trump'}),0.009005321326238231,0.15759312320916904,0.0036839950880065493,0.4090909090909091,2.5958677685950415,0.0022648183747025303,1.4256116376460217
frozenset({'deadly'}),frozenset({'flu'}),0.013507981989357348,0.04502660663119116,0.004093327875562832,0.303030303030303,6.730027548209366,0.003485109284146824,1.3701792165726387
frozenset({'shot'}),frozenset({'flu'}),0.0045026606631191155,0.04502660663119116,0.003274662300450266,0.7272727272727273,16.15206611570248,0.0030719227699782634,3.501569109018966
frozenset({'guy'}),frozenset({'charge'}),0.027015963978714697,0.06180925092099877,0.008595988538681949,0.3181818181818182,5.14780252859723,0.006926152042248907,1.3760130986492016
frozenset({'corona'}),frozenset({'virus'}),0.01391731477691363,0.053622595169873104,0.006549324600900532,0.47058823529411764,8.775931746744499,0.005803042064766399,1.7876017646791285
frozenset({'safe'}),frozenset({'feel'}),0.009823986901350798,0.023331968890708144,0.003274662300450266,0.33333333333333337,14.286549707602342,0.003045449343685225,1.465002046663938
frozenset({'national'}),frozenset({'health'}),0.009005321326238231,0.040523945968072045,0.0036839950880065493,0.4090909090909091,10.09504132231405,0.003319063933156944,1.6237287068232629
frozenset({'expert'}),frozenset({'trump'}),0.01391731477691363,0.15759312320916904,0.006139991813344249,0.4411764705882353,2.7994652406417115,0.003946718710965309,1.5074649374151712
frozenset({'hold'}),frozenset({'trump'}),0.008186655751125664,0.15759312320916904,0.003274662300450266,0.4,2.5381818181818185,0.0019845016519920667,1.4040114613180517
frozenset({'stay'}),frozenset({'home'}),0.01391731477691363,0.015963978714695046,0.005321326238231682,0.38235294117647056,23.95098039215686,0.005099150521367322,1.593201177319065
frozenset({'home'}),frozenset({'stay'}),0.015963978714695046,0.01391731477691363,0.005321326238231682,0.3333333333333333,23.95098039215686,0.005099150521367322,1.4791240278346294
frozenset({'stay'}),frozenset({'sick'}),0.01391731477691363,0.01760130986492018,0.004911993450675399,0.3529411764705882,20.051983584131325,0.004667030480799309,1.5182525211178506
frozenset({'donald'}),frozenset({'trump'}),0.007777322963569382,0.15759312320916904,0.006549324600900532,0.8421052631578947,5.343540669856459,0.005323671984865243,5.335243553008595
frozenset({'dr'}),frozenset({'trump'}),0.012279983626688497,0.15759312320916904,0.005321326238231682,0.43333333333333335,2.74969696969697,0.003386085265544383,1.4866003708073487
frozenset({'cdcgov'}),frozenset({'test'}),0.010642652476463364,0.03274662300450266,0.003274662300450266,0.3076923076923077,9.396153846153847,0.002926151372035584,1.3971437667712738
frozenset({'cdcgov'}),frozenset({'spread'}),0.010642652476463364,0.06549324600900532,0.003274662300450266,0.3076923076923077,4.698076923076924,0.0025776404436209013,1.3498430890981035
frozenset({'positive'}),frozenset({'test'}),0.008595988538681949,0.03274662300450266,0.006139991813344249,0.7142857142857143,21.812500000000004,0.005858502217317005,3.385386819484241
frozenset({'market'}),frozenset({'trump'}),0.02660663119115841,0.15759312320916904,0.008595988538681949,0.3230769230769231,2.05006993006993,0.004402966431192801,1.2444647043500912
frozenset({'stock'}),frozenset({'market'}),0.020466639377814164,0.02660663119115841,0.01514531313958248,0.7399999999999999,27.81261538461538,0.014600764813934538,3.743820649264774
frozenset({'market'}),frozenset({'stock'}),0.02660663119115841,0.020466639377814164,0.01514531313958248,0.5692307692307692,27.812615384615384,0.014600764813934538,2.2739167300157885
frozenset({'stock'}),frozenset({'trump'}),0.020466639377814164,0.15759312320916904,0.006958657388456815,0.33999999999999997,2.1574545454545455,0.003733255767311317,1.2763740557436831
frozenset({'dems'}),frozenset({'trump'}),0.006958657388456815,0.15759312320916904,0.004093327875562832,0.588235294117647,3.732620320855615,0.0029966913243733625,2.045845272206303
frozenset({'debate'}),frozenset({'market'}),0.006549324600900532,0.02660663119115841,0.004093327875562832,0.625,23.490384615384617,0.003919072411355491,2.595715650156911
frozenset({'debate'}),frozenset({'trump'}),0.006549324600900532,0.15759312320916904,0.004093327875562832,0.625,3.9659090909090913,0.0030611993567962728,2.2464183381088825
frozenset({'debate'}),frozenset({'stock'}),0.006549324600900532,0.020466639377814164,0.0036839950880065493,0.5625,27.48375,0.0035499524232316714,2.2389333957078534
frozenset({'lie'}),frozenset({'trump'}),0.026197298403602128,0.15759312320916904,0.009005321326238231,0.34375,2.18125,0.004876807251171993,1.2836676217765042
frozenset({'pence'}),frozenset({'trump'}),0.009005321326238231,0.15759312320916904,0.006139991813344249,0.6818181818181819,4.326446280991736,0.004720815100040229,2.6475644699140406
frozenset({'pence'}),frozenset({'charge'}),0.009005321326238231,0.06180925092099877,0.0045026606631191155,0.5,8.089403973509933,0.003946048497641436,1.8763814981580025
frozenset({'pence'}),frozenset({'put'}),0.009005321326238231,0.04338927548096602,0.0036839950880065493,0.4090909090909091,9.428387650085764,0.0032932607201877806,1.6188796876475962
frozenset({'pence'}),frozenset({'penny'}),0.009005321326238231,0.11133851821530905,0.003274662300450266,0.36363636363636365,3.266042780748663,0.0022720231679341798,1.3964680428045144
frozenset({'save'}),frozenset({'penny'}),0.009005321326238231,0.11133851821530905,0.003274662300450266,0.36363636363636365,3.266042780748663,0.0022720231679341798,1.3964680428045144
frozenset({'believe'}),frozenset({'science'}),0.028243962341383544,0.02251330331559558,0.009414654113794515,0.33333333333333337,14.806060606060608,0.008778789222768688,1.4662300450266068
frozenset({'science'}),frozenset({'believe'}),0.02251330331559558,0.028243962341383544,0.009414654113794515,0.4181818181818182,14.806060606060608,0.008778789222768688,1.6702056897257471
frozenset({'science'}),frozenset({'penny'}),0.02251330331559558,0.11133851821530905,0.007367990176013099,0.32727272727272727,2.939438502673797,0.004861392344722883,1.320983283734
frozenset({'public'}),frozenset({'health'}),0.019238641015145313,0.040523945968072045,0.010642652476463364,0.5531914893617021,13.65097786374382,0.009863026827466481,2.1473987875952676
frozenset({'california'}),frozenset({'case'}),0.02169463774048301,0.06549324600900532,0.009414654113794515,0.43396226415094347,6.626061320754719,0.00799380186718081,1.6509619320507576
frozenset({'california'}),frozenset({'first'}),0.02169463774048301,0.03806794924273434,0.007777322963569382,0.3584905660377359,9.417123148711706,0.0069514525952251655,1.4994823144157376
frozenset({'report'}),frozenset({'case'}),0.01760130986492018,0.06549324600900532,0.007777322963569382,0.4418604651162791,6.746656976744187,0.0066245560465054325,1.6743246009005321
frozenset({'team'}),frozenset({'trump'}),0.014735980352026197,0.15759312320916904,0.006139991813344249,0.41666666666666663,2.643939393939394,0.00381770264611949,1.4441260744985671
frozenset({'team'}),frozenset({'response'}),0.014735980352026197,0.05280392959476054,0.0057306590257879654,0.3888888888888889,7.364771748492679,0.004952541356769799,1.5499572061176645
frozenset({'team'}),frozenset({'penny'}),0.014735980352026197,0.11133851821530905,0.005321326238231682,0.3611111111111111,3.243361928104575,0.003680644021387177,1.3909484062716904
frozenset({'god'}),frozenset({'penny'}),0.01514531313958248,0.11133851821530905,0.0057306590257879654,0.3783783783783784,3.398449920508744,0.004044402302920002,1.4295858620014594
frozenset({'low'}),frozenset({'trump'}),0.011051985264019648,0.15759312320916904,0.004093327875562832,0.3703703703703703,2.35016835016835,0.002351611000144263,1.3379403337266136
frozenset({'low'}),frozenset({'risk'}),0.011051985264019648,0.01391731477691363,0.0036839950880065493,0.3333333333333333,23.95098039215686,0.003530181130177377,1.4791240278346294
frozenset({'fire'}),frozenset({'trump'}),0.008186655751125664,0.15759312320916904,0.004093327875562832,0.5,3.172727272727273,0.0028031672271046333,1.6848137535816619
frozenset({'fire'}),frozenset({'response'}),0.008186655751125664,0.05280392959476054,0.003274662300450266,0.4,7.575193798449613,0.002842374706551285,1.5786601173420658
frozenset({'wall'}),frozenset({'cdc'}),0.010642652476463364,0.04952926729431027,0.003274662300450266,0.3076923076923077,6.212333121424031,0.002747539521223059,1.372902169463774
frozenset({'wall'}),frozenset({'trump'}),0.010642652476463364,0.15759312320916904,0.0036839950880065493,0.34615384615384615,2.1965034965034964,0.00200678624501089,1.2883869880330354
frozenset({'wall'}),frozenset({'take'}),0.010642652476463364,0.040523945968072045,0.003274662300450266,0.3076923076923077,7.592851592851593,0.0028433800265370967,1.385909855823896
frozenset({'first'}),frozenset({'case'}),0.03806794924273434,0.06549324600900532,0.01637331150225133,0.4301075268817204,6.567204301075269,0.0138801179374386,1.639794870210613
frozenset({'rate'}),frozenset({'flu'}),0.01637331150225133,0.04502660663119116,0.005321326238231682,0.325,7.217954545454545,0.0045840915819698545,1.4147753975834203
frozenset({'mortality'}),frozenset({'rate'}),0.008186655751125664,0.01637331150225133,0.006958657388456815,0.8500000000000001,51.91375000000001,0.006824614723681938,6.557511256651662
frozenset({'rate'}),frozenset({'mortality'}),0.01637331150225133,0.008186655751125664,0.006958657388456815,0.42500000000000004,51.91375000000001,0.006824614723681938,1.7248927726067382
frozenset({'thank'}),frozenset({'god'}),0.010233319688907082,0.01514531313958248,0.0036839950880065493,0.36,23.76972972972973,0.0035290082568605967,1.5388354482194024
frozenset({'risk'}),frozenset({'trump'}),0.01391731477691363,0.15759312320916904,0.005321326238231682,0.38235294117647056,2.42620320855615,0.003128053135852743,1.3638968481375358
frozenset({'hiv'}),frozenset({'penny'}),0.022103970528039297,0.11133851821530905,0.012279983626688497,0.5555555555555555,4.989787581699345,0.00981896030142174,1.9994883340155543
frozenset({'hiv'}),frozenset({'outbreak'}),0.022103970528039297,0.044617273843634876,0.011461318051575931,0.5185185185185185,11.621474685694869,0.010475099145494767,1.984256431247835
frozenset({'crisis'}),frozenset({'trump'}),0.011461318051575931,0.15759312320916904,0.0045026606631191155,0.39285714285714285,2.492857142857143,0.0026964357552776365,1.387493679420192
frozenset({'man'}),frozenset({'charge'}),0.01637331150225133,0.06180925092099877,0.004911993450675399,0.3,4.85364238410596,0.003899971331625071,1.3402724986842875
frozenset({'united'}),frozenset({'state'}),0.004911993450675399,0.019647973802701595,0.004093327875562832,0.8333333333333333,42.41319444444444,0.00399681715692492,5.882112157183788
frozenset({'america'}),frozenset({'trump'}),0.015554645927138764,0.15759312320916904,0.005321326238231682,0.34210526315789475,2.1708133971291868,0.0028700210061611033,1.2804584527220628
frozenset({'unknown'}),frozenset({'case'}),0.009823986901350798,0.06549324600900532,0.008186655751125664,0.8333333333333333,12.723958333333334,0.007543250960206251,5.607040523945965
frozenset({'unknown'}),frozenset({'california'}),0.009823986901350798,0.02169463774048301,0.004911993450675399,0.5,23.047169811320757,0.004698865613683343,1.956610724519034
frozenset({'unknown'}),frozenset({'first'}),0.009823986901350798,0.03806794924273434,0.004911993450675399,0.5,13.134408602150538,0.0045380144159534895,1.9238641015145312
frozenset({'california'}),frozenset({'northern'}),0.02169463774048301,0.008186655751125664,0.006549324600900532,0.30188679245283023,36.875471698113216,0.006371718070073819,1.4207056012213606
frozenset({'northern'}),frozenset({'california'}),0.008186655751125664,0.02169463774048301,0.006549324600900532,0.8,36.87547169811321,0.006371718070073819,4.891526811297586
frozenset({'northern'}),frozenset({'case'}),0.008186655751125664,0.06549324600900532,0.0057306590257879654,0.7000000000000001,10.688125000000001,0.0051944883666884545,3.1150225133033165
frozenset({'unknown'}),frozenset({'northern'}),0.009823986901350798,0.008186655751125664,0.0036839950880065493,0.375,45.806250000000006,0.0036035694891416226,1.586901350798199
frozenset({'northern'}),frozenset({'unknown'}),0.008186655751125664,0.009823986901350798,0.0036839950880065493,0.45000000000000007,45.80625000000001,0.0036035694891416226,1.800320023815726
frozenset({'unknown'}),frozenset({'origin'}),0.009823986901350798,0.006958657388456815,0.006549324600900532,0.6666666666666667,95.80392156862746,0.006480962841865345,2.9791240278346303
frozenset({'origin'}),frozenset({'unknown'}),0.006958657388456815,0.009823986901350798,0.006549324600900532,0.9411764705882353,95.80392156862746,0.006480962841865345,16.83299222267703
frozenset({'origin'}),frozenset({'case'}),0.006958657388456815,0.06549324600900532,0.006549324600900532,0.9411764705882353,14.370588235294118,0.006093579540665948,15.886614817846906
frozenset({'origin'}),frozenset({'california'}),0.006958657388456815,0.02169463774048301,0.004911993450675399,0.7058823529411764,32.53718091009989,0.004761027899472693,3.3262382316823573
frozenset({'northern'}),frozenset({'origin'}),0.008186655751125664,0.006958657388456815,0.0036839950880065493,0.45000000000000007,64.66764705882353,0.003627026955477226,1.8055297138391697
frozenset({'origin'}),frozenset({'northern'}),0.006958657388456815,0.008186655751125664,0.0036839950880065493,0.5294117647058824,64.66764705882353,0.003627026955477226,2.107603356528858
frozenset({'origin'}),frozenset({'first'}),0.006958657388456815,0.03806794924273434,0.0036839950880065493,0.5294117647058824,13.907020872865274,0.003419093271745197,2.0441056078591893
frozenset({'administration'}),frozenset({'trump'}),0.013507981989357348,0.15759312320916904,0.008186655751125664,0.606060606060606,3.845730027548209,0.006057890681169635,2.138417456469032
frozenset({'sense'}),frozenset({'make'}),0.0057306590257879654,0.04748260335652886,0.003274662300450266,0.5714285714285714,12.034482758620689,0.003002555690957264,2.222540592168099
frozenset({'governor'}),frozenset({'hiv'}),0.006139991813344249,0.022103970528039297,0.004911993450675399,0.7999999999999999,36.19259259259259,0.004776275252590835,4.889480147359802
frozenset({'governor'}),frozenset({'indiana'}),0.006139991813344249,0.01514531313958248,0.004093327875562832,0.6666666666666666,44.01801801801802,0.004000335776875261,2.9545640605812524
frozenset({'governor'}),frozenset({'outbreak'}),0.006139991813344249,0.044617273843634876,0.004093327875562832,0.6666666666666666,14.94189602446483,0.0038193781794291755,2.866148178469095
frozenset({'governor'}),frozenset({'penny'}),0.006139991813344249,0.11133851821530905,0.0036839950880065493,0.6,5.388970588235294,0.003000377497654672,2.221653704461727
