"('social', 'distancing')"
"('angeles', 'los')"
"('francisco', 'san')"
"('health', 'mental')"
"('sanitizer', 'hand')"
"('force', 'task')"
"('disease', 'infectious')"
"('paper', 'toilet')"
"('korea', 'south')"
"('precaution', 'take')"
"('kit', 'test')"
"('supply', 'chain')"
"('conspiracy', 'theory')"
"('advantage', 'take')"
"('sign', 'petition')"
"('home', 'nursing')"
"('line', 'front')"
"('rate', 'mortality')"
"('social', 'distance')"
"('change', 'climate')"
"('curve', 'flatten')"
"('jersey', 'new')"
"('san', 'diego')"
"('first', 'responder')"
"('spanish', 'flu')"
"('sars', 'cov')"
"('glove', 'mask')"
"('gate', 'bill')"
"('hong', 'kong')"
"('dr', 'fauci')"
"('cruise', 'ship')"
"('north', 'carolina')"
"('shelter', 'place')"
"('bio', 'link')"
"('grocery', 'store')"
"('minister', 'prime')"
"('new', 'orleans')"
"('flu', 'swine')"
"('contact', 'trace')"
"('good', 'luck')"
"('health', 'organization')"
"('organization', 'world')"
"('case', 'confirmed')"
"('antonio', 'san')"
"('francisco', 'thought')"
"('estate', 'real')"
"('antibody', 'test')"
"('mask', 'surgical')"
"('news', 'bbc')"
"('trump', 'supporter')"
"('san', 'chronicle')"
"('francisco', 'chronicle')"
"('thought', 'chronicle')"
"('bay', 'area')"
"('town', 'hall')"
"('quarantinelife', 'quarantineandchill')"
"('emergency', 'declare')"
"('yorkers', 'new')"
"('herd', 'immunity')"
"('soap', 'hand')"
"('case', 'deaths')"
"('frontline', 'worker')"
"('small', 'business')"
"('fox', 'news')"
"('penny', 'mike')"
"('rate', 'fatality')"
"('fake', 'news')"
"('stayhealthy', 'stayhome')"
"('flu', 'shot')"
"('panic', 'buying')"
"('god', 'bless')"
"('health', 'ministry')"
"('general', 'surgeon')"
"('hand', 'shake')"
"('flu', 'season')"
"('clinical', 'trial')"
"('angeles', 'california')"
"('new', 'zealand')"
"('stigma', 'fight')"
"('princess', 'diamond')"
"('flu', 'seasonal')"
"('cough', 'sneeze')"
"('dept', 'health')"
"('vaccine', 'trial')"
"('restriction', 'travel')"
"('executive', 'order')"
"('site', 'test')"
"('sars', 'mers')"
"('attention', 'pay')"
"('princess', 'cruise')"
"('wide', 'world')"
"('monger', 'fear')"
"('accountable', 'hold')"
"('yr', 'old')"
"('trump', 'administration')"
"('sample', 'test')"
"('incubation', 'period')"
"('soap', 'wash')"
"('case', 'presumptive')"
"('face', 'covering')"
"('shield', 'face')"
"('cnn', 'msnbc')"
"('trump', 'admin')"
"('ru', 'coronav')"
"('towel', 'paper')"
"('california', 'los')"
"('rapidly', 'spread')"
"('blood', 'component')"
"('blood', 'plasma')"
"('insider', 'business')"
"('alert', 'global')"
"('princess', 'ship')"
"('via', 'forbes')"
"('institute', 'health')"
"('day', 'single')"
"('plasma', 'component')"
"('african', 'american')"
"('institute', 'national')"
"('clorox', 'wipe')"
"('province', 'hubei')"
"('case', 'active')"
"('type', 'component')"
"('oil', 'price')"
"('isolate', 'self')"
"('netflix', 'watch')"
"('institute', 'nih')"
"('beer', 'corona')"
"('common', 'sense')"
"('boris', 'johnson')"
"('bernie', 'sander')"
"('market', 'crash')"
"('san', 'thought')"
"('click', 'link')"
"('protective', 'equipment')"
"('role', 'play')"
"('zombie', 'apocalypse')"
"('regular', 'flu')"
"('health', 'nih')"
"('national', 'nih')"
"('realdonaldtrump', 'whitehouse')"
"('state', 'washington')"
"('slow', 'spread')"
"('gouge', 'price')"
"('difference', 'make')"
"('owner', 'business')"
"('staysafe', 'stayhealthy')"
"('health', 'minister')"
"('school', 'closure')"
"('close', 'temporarily')"
"('supply', 'disruption')"
"('case', 'spike')"
"('drive', 'thru')"
"('president', 'mr')"
"('remote', 'work')"
"('tally', 'case')"
"('spring', 'break')"
"('market', 'stock')"
"('ban', 'travel')"
"('rapid', 'test')"
"('mouth', 'cover')"
"('point', 'dow')"
"('south', 'carolina')"
"('second', 'wave')"
"('bed', 'hospital')"
"('common', 'cold')"
"('trump', 'maga')"
"('empty', 'shelf')"
"('korea', 'north')"
"('trump', 'biden')"
"('average', 'day')"
"('online', 'shopping')"
"('retail', 'store')"
"('case', 'surpass')"
"('rest', 'world')"
"('school', 'district')"
"('airline', 'flight')"
"('quarantine', 'self')"
"('trump', 'obama')"
"('hundred', 'thousand')"
"('would', 'rather')"
"('funding', 'cut')"
"('develop', 'vaccine')"
"('international', 'airport')"
"('cruise', 'passenger')"
"('type', 'blood')"
"('wall', 'street')"
"('africa', 'south')"
"('delay', 'due')"
"('nurse', 'doctor')"
"('case', 'coronavirusupdate')"
"('type', 'plasma')"
"('hour', 'last')"
"('realdonaldtrump', 'foxnews')"
"('lift', 'lockdown')"
"('medical', 'professional')"
"('healthy', 'stay')"
"('post', 'washington')"
"('soap', 'water')"
"('stream', 'live')"
"('responsibility', 'take')"
"('kill', 'lysol')"
"('even', 'though')"
"('school', 'lockdown')"
"('reopen', 'school')"
"('diamond', 'ship')"
"('canada', 'canadian')"
"('quarantine', 'quarantineandchill')"
"('campus', 'student')"
"('community', 'transmission')"
"('air', 'force')"
"('rally', 'trump')"
"('college', 'student')"
"('diamond', 'cruise')"
"('princess', 'passenger')"
"('alert', 'news')"
"('trump', 'cut')"
"('biden', 'joe')"
"('health', 'professional')"
"('chinese', 'restaurant')"
"('record', 'death')"
"('flu', 'mortality')"
"('fresh', 'air')"
"('good', 'idea')"
"('stimulus', 'check')"
"('realdonaldtrump', 'potus')"
"('trump', 'republican')"
"('border', 'close')"
"('phone', 'call')"
"('conduct', 'test')"
"('family', 'friends')"
"('government', 'federal')"
"('news', 'abc')"
"('case', 'discharge')"
"('happy', 'birthday')"
"('cough', 'mouth')"
"('department', 'state')"
"('low', 'remain')"
"('away', 'pass')"
"('flu', 'compare')"
"('authority', 'health')"
"('health', 'declare')"
"('hand', 'often')"
"('wear', 'glove')"
"('youtube', 'watch')"
"('sanitizer', 'mask')"
"('tell', 'truth')"
"('health', 'service')"
"('touch', 'hand')"
"('state', 'declare')"
"('touch', 'face')"
"('roll', 'toilet')"
"('case', 'fatality')"
"('toll', 'rise')"
"('vp', 'realdonaldtrump')"
"('general', 'public')"
"('cruise', 'japan')"
"('low', 'risk')"
"('trump', 'democrat')"
"('health', 'director')"
"('japan', 'ship')"
"('postpone', 'due')"
"('mouth', 'hand')"
"('case', 'ontario')"
"('week', 'past')"
"('men', 'woman')"
"('amid', 'outbreak')"
"('lesson', 'learn')"
"('impact', 'industry')"
"('forward', 'move')"
"('event', 'cancel')"
"('new', 'strain')"
"('chance', 'take')"
"('trump', 'golf')"
"('book', 'read')"
"('governor', 'state')"
"('chinese', 'virus')"
"('misinformation', 'spread')"
"('day', 'per')"
"('case', 'record')"
"('patient', 'treat')"
"('trace', 'test')"
"('emergency', 'health')"
"('lab', 'test')"
"('term', 'short')"
"('much', 'pretty')"
"('negative', 'positive')"
"('funding', 'trump')"
"('back', 'normal')"
"('episode', 'podcast')"
"('health', 'national')"
"('case', 'surge')"
"('death', 'recovery')"
"('use', 'excuse')"
"('staysafe', 'stayhome')"
"('agency', 'health')"
"('trump', 'vote')"
"('listen', 'podcast')"
"('help', 'donate')"
"('hygiene', 'hand')"
"('officer', 'police')"
"('parent', 'child')"
"('movie', 'watch')"
"('restaurant', 'business')"
"('measure', 'health')"
"('realdonaldtrump', 'gop')"
"('non', 'essential')"
"('rise', 'death')"
"('touch', 'wash')"
"('game', 'play')"
"('keep', 'mind')"
"('day', 'later')"
"('passenger', 'ship')"
"('staff', 'medical')"
"('fever', 'cough')"
"('insurance', 'health')"
"('total', 'bring')"
"('easy', 'make')"
"('step', 'take')"
"('tv', 'watch')"
"('sell', 'buy')"
"('isolation', 'self')"
"('health', 'safety')"
"('supermarket', 'shelf')"
"('refund', 'cancel')"
"('service', 'public')"
"('day', 'spike')"
"('wuhan', 'china')"
"('confirm', 'total')"
"('put', 'together')"
"('university', 'student')"
"('school', 'parent')"
"('trump', 'gop')"
"('staff', 'hospital')"
"('business', 'loan')"
"('article', 'read')"
"('total', 'record')"
"('measure', 'take')"
"('trump', 'penny')"
"('donald', 'president')"
"('dear', 'please')"
"('person', 'contact')"
"('responder', 'worker')"
"('total', 'number')"
"('vaccine', 'effective')"
"('total', 'death')"
"('response', 'administration')"
"('global', 'economy')"
"('announce', 'health')"
"('tax', 'pay')"
"('nurse', 'patient')"
"('trump', 'potus')"
"('else', 'everyone')"
"('email', 'send')"
"('nurse', 'hospital')"
"('nurse', 'care')"
"('pm', 'tomorrow')"
"('case', 'suspect')"
"('record', 'number')"
"('plasma', 'positive')"
"('animal', 'human')"
"('eat', 'food')"
"('market', 'price')"
"('chinese', 'food')"
"('avoid', 'wash')"
"('lock', 'lockdown')"
"('racist', 'asian')"
"('trump', 'blame')"
"('recover', 'death')"
"('trump', 'pelosi')"
"('flu', 'cold')"
"('back', 'push')"
"('trump', 'ignore')"
"('press', 'briefing')"
"('wipe', 'hand')"
"('deadly', 'virus')"
"('school', 'class')"
"('trump', 'briefing')"
"('press', 'hold')"
"('sanitizer', 'use')"
"('case', 'count')"
"('mouth', 'wash')"
"('sneeze', 'cover')"
"('disease', 'deadly')"
"('flu', 'common')"
"('know', 'hard')"
"('health', 'center')"
"('lose', 'job')"
"('every', 'single')"
"('quarantine', 'positive')"
"('kid', 'lockdown')"
"('case', 'among')"
"('favorite', 'one')"
"('state', 'federal')"
"('food', 'water')"
"('reach', 'death')"
"('join', 'webinar')"
"('oil', 'demand')"
"('face', 'challenge')"
"('thing', 'whole')"
"('price', 'see')"
"('class', 'online')"
"('fire', 'team')"
"('supply', 'medical')"
"('top', 'death')"
"('everything', 'day')"
"('day', 'past')"
"('case', 'coronaviruspandemic')"
"('trump', 'election')"
"('case', 'recover')"
"('help', 'offer')"
"('trip', 'cancel')"
"('thread', 'read')"
"('mask', 'ppe')"
"('three', 'week')"
"('state', 'emergency')"
"('rate', 'low')"
"('protect', 'others')"
"('work', 'together')"
"('entire', 'world')"
"('march', 'cancel')"
"('use', 'drug')"
"('count', 'death')"
"('trump', 'idiot')"
"('thank', 'appreciate')"
"('day', 'ago')"
"('make', 'realize')"
"('come', 'contact')"
"('stayhome', 'washyourhands')"
"('show', 'symptom')"
"('new', 'study')"
"('health', 'protect')"
"('spend', 'money')"
"('sell', 'mask')"
"('pay', 'rent')"
"('new', 'recovery')"
"('mayor', 'city')"
"('total', 'report')"
"('economic', 'impact')"
"('blood', 'positive')"
"('measure', 'spread')"
"('due', 'march')"
"('see', 'interest')"
"('department', 'test')"
"('tune', 'stay')"
"('join', 'pm')"
"('avoid', 'hand')"
"('nurse', 'worker')"
"('others', 'make')"
"('record', 'new')"
"('water', 'wash')"
"('health', 'nurse')"
"('update', 'provide')"
"('keep', 'distance')"
"('lab', 'virus')"
"('april', 'th')"
"('spread', 'reduce')"
"('wear', 'face')"
"('old', 'one')"
"('quarantine', 'quarantinelife')"
"('base', 'quarantine')"
"('pass', 'one')"
"('health', 'response')"
"('health', 'front')"
"('york', 'city')"
"('available', 'make')"
"('take', 'hold')"
"('day', 'self')"
"('eat', 'chinese')"
"('control', 'center')"
"('expert', 'warn')"
"('virus', 'strain')"
"('delivery', 'service')"
"('someone', 'contact')"
"('resident', 'county')"
"('case', 'within')"
"('emergency', 'fund')"
"('family', 'together')"
"('use', 'treat')"
"('lockdown', 'full')"
"('ncov', 'outbreak')"
"('death', 'per')"
"('influenza', 'flu')"
"('actually', 'think')"
"('conference', 'cancel')"
"('local', 'restaurant')"
"('case', 'mark')"
"('trump', 'stupid')"
"('local', 'health')"
"('china', 'mainland')"
"('side', 'effect')"
"('delivery', 'food')"
"('make', 'fun')"
"('family', 'prayer')"
"('away', 'stay')"
"('today', 'pm')"
"('business', 'support')"
"('proud', 'work')"
"('pm', 'live')"
"('demand', 'supply')"
"('trump', 'instead')"
"('join', 'live')"
"('week', 'couple')"
"('great', 'president')"
"('confirm', 'county')"
"('worldwide', 'death')"
"('trump', 'responsible')"
"('day', 'night')"
"('money', 'think')"
"('grocery', 'shopping')"
"('whole', 'one')"
"('total', 'recovery')"
"('yesterday', 'test')"
"('rise', 'number')"
"('day', 'couple')"
"('others', 'know')"
"('flu', 'wash')"
"('case', 'york')"
"('sneeze', 'hand')"
"('care', 'healthcare')"
"('patient', 'healthcare')"
"('thousand', 'kill')"
"('others', 'mask')"
"('quarantine', 'contact')"
"('thing', 'life')"
"('sneeze', 'wash')"
"('home', 'return')"
"('trump', 'dems')"
"('first', 'county')"
"('hand', 'water')"
"('new', 'add')"
"('shop', 'mask')"
"('please', 'donate')"
"('fund', 'support')"
"('trump', 'fact')"
"('impact', 'economy')"
"('day', 'beautiful')"
"('develop', 'test')"
"('community', 'member')"
"('country', 'across')"
"('trump', 'america')"
"('home', 'send')"
"('ask', 'answer')"
"('price', 'stock')"
"('across', 'world')"
"('provide', 'care')"
"('day', 'drop')"
"('cruise', 'positive')"
"('imagine', 'would')"
"('today', 'tomorrow')"
"('mortality', 'high')"
"('contain', 'spread')"
"('stay', 'inside')"
"('force', 'work')"
"('respiratory', 'virus')"
"('dead', 'american')"
"('market', 'drop')"
"('call', 'hoax')"
"('country', 'total')"
"('global', 'chain')"
"('total', 'active')"
"('professional', 'healthcare')"
"('state', 'york')"
"('contact', 'spread')"
"('kid', 'day')"
"('store', 'shelf')"
"('sanitizer', 'wash')"
"('idea', 'think')"
"('gas', 'price')"
"('new', 'cuomo')"
"('health', 'county')"
"('staff', 'work')"
"('self', 'test')"
"('take', 'worker')"
"('fast', 'spread')"
